
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.015939103994131388
fun_coils_simple#1 - J=1.9e-02, Jf=1.9e-02, ⟨B·n⟩=3.0e-02, C-C-Sep=0.14 Jf=1.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.5, 3.5])=14.0, curvature=[3.2, 3.5, 3.8, 3.9], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#536 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 5.9, 6.1]
fun_coils#537 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 5.9, 6.1]
fun_coils#538 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 5.9, 6.1]
fun_coils#539 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 5.9, 6.1]
fun_coils#540 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 5.9, 6.1]
fun_coils#541 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#542 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#543 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#544 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#545 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#546 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#547 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#548 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#549 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#550 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#551 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#552 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#553 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#554 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#555 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#556 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#557 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#558 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#559 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#560 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#561 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#562 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#563 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#564 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#565 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#566 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#567 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#568 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#569 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#570 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#571 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.9], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#572 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#573 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#574 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#575 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#576 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#577 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#578 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#579 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#580 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#581 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#582 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#583 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#584 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#585 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#586 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#587 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#588 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#589 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#590 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
fun_coils#591 - J=3.6e-04, Jf=2.0e-04, ⟨B·n⟩=2.9e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.1, curvature=[4.3, 4.6, 4.7, 4.8], mean squared curvature=[5.6, 5.8, 6.0, 6.1]
