index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,0.01546648970849275,0.015454104666020275,1.2020590333739786e-06,0.0,0.0,0.0,1.2385042472474933e-05,2.375270261700128e-08,12.020590333739786,11.15906060575826,15.787716289130039,0.019089768114222177,0.13607594648718965
1,2,18.82292866775633,0.6963855536068788,2.153181741288187e-06,0.00019826961468991398,0.24308913201604956,0.1201062573415072,18.006238587193256,5.303416462849545e-06,21.53181741288187,1685.4935210228407,652.1518775567562,0.15640278870911223,0.028142417833372582
2,3,0.015328647340130334,0.015316597856353718,1.202004810422991e-06,0.0,0.0,0.0,1.2049483776615802e-05,2.3755042070739623e-08,12.020048104229911,11.160527588223395,15.772625063756667,0.01899854959124136,0.13631809296523228
3,4,0.010420644693963524,0.010378749947443675,1.2025441693890706e-06,0.0,0.0,0.0,4.189474651984794e-05,2.4190412216270304e-08,12.025441693890706,11.767745859967444,16.518606796948042,0.014593663436435646,0.10686115429847572
4,5,0.008587389896909353,0.008451392125513808,1.204631179196988e-06,1.7063515376585357e-07,0.0,0.0,0.0001358271362417792,2.3432102248368414e-08,12.046311791969881,12.456004018824377,17.76613374483815,0.012981568756444985,0.09051259606951818
5,6,0.023116455236638796,0.00581613306398646,1.2268937401963026e-06,3.409372981886791e-05,0.0004684228828426904,0.0,0.01726622844283347,2.5044708946267433e-08,12.268937401963028,24.708548067922294,40.82665964470839,0.011809450500686235,0.022830889137052612
6,7,0.007756389413505818,0.0074453032613567465,1.20627997670754e-06,1.7042390916371957e-06,7.337784256669677e-07,0.0,0.0003093819130574347,2.3097881243599927e-08,12.0627997670754,14.096575169635475,19.069894014947124,0.012111918432000969,0.07567809503550957
7,8,0.00702983225567335,0.0059430714017834115,1.2167514480536093e-06,1.9642613080027896e-05,1.8967188989497091e-06,0.0,0.0010671182408099108,2.3073112502995322e-08,12.167514480536093,15.660806044846842,22.329891889638986,0.01165927931394569,0.04737123046391757
8,9,0.006457225302843638,0.005675196421213081,1.2134096339693034e-06,1.249548694407612e-05,0.0,0.0,0.0007695333946864804,2.3512537173706243e-08,12.134096339693034,14.387665118192412,21.318034679282672,0.01110934360481804,0.057667049804434725
9,10,0.006067799269195486,0.00547046260770104,1.2114642221529436e-06,8.827736621153228e-06,3.401036438321722e-09,0.0,0.0005885089248732923,2.3939256189892904e-08,12.114642221529436,14.16970159587172,20.612610485193347,0.010703096167972846,0.06360211868000837
10,11,0.005313798385847255,0.004627472263488167,1.2119739917177583e-06,7.279168903632178e-06,1.03398929583845e-06,0.0,0.0006790469534554563,2.6557736111645934e-08,12.119739917177585,15.350930983847185,21.16185272431221,0.009672893606052514,0.06807360598949852
11,12,0.005706848962994599,0.003677550739445933,1.2185289752221675e-06,6.302666013376937e-06,9.030388994996408e-06,0.0,0.002022995557535289,3.381643336954651e-08,12.185289752221674,17.463987469305383,25.351507331268,0.008799913593504953,0.06340819433847915
12,13,0.004957541519890702,0.004143846981496588,1.2136511550621092e-06,6.577985333473622e-06,1.2422226338418673e-06,0.0,0.0008071165530606404,2.911984799436532e-08,12.136511550621092,15.22153533517481,21.74750720174263,0.009225081849529084,0.06643061141319247
13,14,0.0046035355376910815,0.0036805747821897087,1.217074926338125e-06,7.214388594852818e-06,1.4122727881130433e-06,0.0,0.0009157463669065199,3.257587542174841e-08,12.170749263381252,15.226878864511136,22.26729385504665,0.00871517372074197,0.0638160861597658
14,15,0.0043685020028992345,0.003297448554640674,1.2208422226858825e-06,8.785726957190545e-06,7.727302720261194e-07,0.0,0.00106226772130137,3.548438363199211e-08,12.208422226858826,15.140256359820423,22.847386057876104,0.00823376843373521,0.06019124757512708
15,1,0.004369310217554892,0.003297448554640674,1.2208422226858825e-06,8.785726957190545e-06,7.727302720261194e-07,0.0,0.00106226772130137,3.548438363199211e-08,12.208422226858826,15.140256359820423,22.847386057876104,0.00823376843373521,0.06019124757512708
16,2,10.619602136227854,0.840699224940316,5.732998994272875e-06,0.0025791183638762625,0.21020818912878705,4.130354643502347,5.435742669601961,1.8290690566882316e-05,57.32998994272875,814.0923480182435,440.17969016618633,0.28049777555917643,0.008525900497827258
17,3,0.004300355667514589,0.0032823688466262447,1.220499115102048e-06,8.245612398075269e-06,3.682716203063106e-07,0.0,0.0010093375178012636,3.541906869929455e-08,12.204991151020481,14.897689151709278,22.657309041611892,0.008202406073970108,0.06131400390858821
18,4,0.0040109790796043175,0.003184709639469396,1.2184581006353354e-06,4.837805502036257e-06,0.0,0.0,0.0008213965571634463,3.50774694392567e-08,12.184581006353355,13.97251501881395,21.91322657373285,0.00802270119000197,0.06882270048090629
19,5,0.0038910572286049577,0.003088881247073549,1.2165686306849664e-06,2.5650193996703086e-06,1.4539378733492263e-07,0.0,0.0007994308778236995,3.46905207044216e-08,12.165686306849665,14.809442128929689,21.77646090314517,0.007954888507022133,0.0756390116961467
20,6,0.003739310936459828,0.0030659069515526897,1.215983258833262e-06,2.1776211420003976e-06,2.584467199542068e-10,0.0,0.0006711914771120336,3.4628206384500214e-08,12.159832588332621,14.480731889058585,21.231272331787054,0.007940219648388699,0.07698379148002842
21,7,0.0036627588521818107,0.003032183283733984,1.2153845714980296e-06,1.8729079111742735e-06,1.0738468872556333e-09,0.0,0.0006286670213614967,3.456532826839359e-08,12.153845714980298,14.423241876024287,21.02960494330581,0.007908599044281336,0.0780497913293372
22,8,0.003530991956356743,0.0029547816195258565,1.2142069754306019e-06,1.3829446529931475e-06,0.0,0.0,0.0005747928804556687,3.451172222490107e-08,12.14206975430602,14.057444222290444,20.76245615958124,0.00782101122133398,0.08027407044907649
23,9,0.0033570411938302295,0.002847270478854918,1.212790940962086e-06,7.851842529267641e-07,0.0,0.0,0.0005089509150569005,3.4615665484275655e-08,12.127909409620862,13.676790625750343,20.411697980866276,0.007672484021646278,0.08433323870784971
24,10,0.00331821334807704,0.0026857531677393774,1.2118180431391138e-06,1.115613344528794e-07,0.0,0.0,0.0006323129978233164,3.562117989303816e-08,12.118180431391139,13.931411329702954,20.97147500494237,0.007389624054302497,0.09068005239788476
25,11,0.003224864884874259,0.002746332017774808,1.2118160221912614e-06,3.1448518209732975e-07,0.0,0.0,0.0004781833648400195,3.501707733435128e-08,12.118160221912614,13.477750776342695,20.26335332334562,0.007502876708923501,0.08841438492760668
26,12,0.003046358252091797,0.0026706452056011794,1.21124607664001e-06,9.275773753340639e-08,0.0,0.0,0.0003755846662258433,3.5622527240720754e-08,12.112460766400101,13.46001699497792,19.697363892874655,0.0073481356413987575,0.09132951025792857
27,13,0.002911748185754159,0.0025962256274340598,1.2109803578277652e-06,1.210597424927349e-08,5.374095297725662e-10,0.0,0.00031547352525871926,3.638967760123187e-08,12.109803578277653,13.682302307312561,19.3266625993857,0.007184460066572391,0.09549894106562057
28,14,0.0027522138070809905,0.0024804868956167796,1.2110180627967512e-06,0.0,2.0772301323069573e-09,0.0,0.00027168710956376556,3.77246703127654e-08,12.110180627967512,13.736623668698128,19.036501342756996,0.006971693877763724,0.10169978800574221
29,15,0.002595594852730958,0.0023177621698068063,1.212036370876913e-06,0.0,0.0,0.0,0.0002777926860523257,3.9996871825885174e-08,12.120363708769132,13.978612837288413,19.08163100038555,0.006761080680443845,0.11088831338932685
30,16,0.002415455081456131,0.0021674554762445256,1.213336880670727e-06,0.0,0.0,0.0,0.0002479575470907583,4.205812084712075e-08,12.133368806707269,13.452401991665063,18.811580096375312,0.006566216696066086,0.11468855969035531
31,17,0.002146579811556021,0.0018945895252143953,1.2161634788861087e-06,0.0,4.221941340367513e-08,0.0,0.00025190306561180293,4.500131641938112e-08,12.161634788861088,13.870905327614915,18.85802754877567,0.0061000274238239924,0.11506347262845774
