index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,0.005119427386530569,0.005119377031209271,1.3995267397977572e-06,4.552725714340219e-08,0.0,2.935161199788096e-09,1.8929029554063314e-09,7.352268044213219e-08,13.995267397977573,38.80427940847139,80.01038576321969,0.017804464470790062,0.04777240924164186
1,2,1.2840273560715292,0.8899841457330965,2.131734646598459e-06,9.2423906835816e-06,0.011017896249743744,0.07431749267005794,0.31971647527769104,2.3064061030668566e-06,21.31734646598459,308.4097349807033,240.85294181666032,0.15321756996614566,0.01465056067694172
2,3,0.006635577033420614,0.0053568728364871455,1.4017861730919683e-06,3.2668768446850847e-07,0.0,3.852565485551652e-06,0.0012745249437634474,7.689416510734514e-08,14.017861730919684,48.31811005344981,86.12665897753453,0.01615448882866553,0.041562151529971766
3,4,0.0013674363915363995,0.001225968760867276,1.3999550329347848e-06,9.987009562181601e-08,0.0,5.968767807295786e-07,0.00014077088379277198,7.401354010037938e-08,13.999550329347848,40.7540457467334,81.98036404942263,0.009534612473307884,0.04421259525737165
4,5,0.009142625929645416,0.001674070503471548,1.4004066725230945e-06,3.7089920726918633e-07,0.0,1.1821581498285297e-06,0.007467002368816771,7.567335911377271e-08,14.004066725230945,49.00919806684318,91.90338487082995,0.010350771977968787,0.039335342305031655
5,6,0.0011549813828510504,0.0011540054662028897,1.3988501309536867e-06,1.353695726365647e-07,0.0,7.146507067411368e-07,1.2589636878299725e-07,7.416437521336332e-08,13.988501309536867,38.56983707829831,78.70868390314978,0.009109690679247122,0.043432909068236866
6,7,0.00108848407450658,0.0010876768403244382,1.3986432351103655e-06,1.2906981357732714e-07,0.0,5.763533773811088e-07,1.018109911832745e-07,7.421428112837162e-08,13.986432351103655,38.57677265081502,78.58543363868924,0.00892397852518435,0.043446580341118354
7,8,0.0008343792609164671,0.0008333365479459604,1.3977304627756924e-06,1.316314358436826e-07,0.0,3.7030356712084275e-07,5.40777967542233e-07,7.521256381634937e-08,13.977304627756924,38.82224089267127,78.41526292019357,0.007805925449195532,0.04318313868841882
8,9,0.0005414728390638081,0.0005408894286338959,1.3952179181319461e-06,1.5282793649016286e-07,0.0,1.5435611040832233e-07,2.762263830136827e-07,7.768824472036486e-08,13.952179181319462,39.826823153947565,77.86529061743065,0.0063204379651644275,0.04236361659142938
9,10,0.00035146262812560836,0.00035127307864998847,1.392189408404401e-06,1.8954947561991438e-07,0.0,0.0,0.0,8.020125054933068e-08,13.92189408404401,40.849944057475945,78.196780930247,0.004932892887396529,0.041886923596852255
10,11,0.00037610175155058137,0.00026696469956430656,1.3905848021330856e-06,4.255387898680307e-07,0.0,0.0,0.00010871151319640675,8.44431442574632e-08,13.905848021330856,42.87709544958125,80.74497978088445,0.0045961687975977486,0.036893596132452244
11,12,0.00027339053274097534,0.0002671508835787628,1.3911657609553384e-06,2.769127203199518e-07,0.0,0.0,5.962736441892601e-06,8.207141728381533e-08,13.911657609553384,41.70461617923247,79.13192951607377,0.0043226723785854786,0.039595732332407395
12,13,0.00025908496456233953,0.0002576917706421011,1.3900880717023816e-06,4.0015263553050046e-07,0.0,0.0,9.930412847079087e-07,8.424748748004428e-08,13.900880717023817,41.67015100601807,78.2353337517797,0.004488442844920073,0.0378118076459954
13,14,0.00022635971173810574,0.0002259979398302814,1.389879118043868e-06,3.6177190782436055e-07,0.0,0.0,0.0,8.356050609795567e-08,13.89879118043868,41.797612011850305,77.83249852335376,0.0040015147379480875,0.03773391268605872
14,15,0.00020992045935121803,0.00020900737946253319,1.3896374037754494e-06,3.8096798225013665e-07,0.0,0.0,5.321119064346915e-07,8.372124926034748e-08,13.896374037754494,41.969207781179605,78.34027632048011,0.003803261378223087,0.037005063262399565
15,16,0.00018792630918978298,0.0001874579135388557,1.3887992132001896e-06,4.683956509272757e-07,0.0,0.0,0.0,8.466867174869832e-08,13.887992132001896,42.28754071297527,78.78795363269509,0.003577186642906024,0.03500156811145601
16,17,0.00017704776005145228,0.00017504892792707645,1.388555830468962e-06,4.828270624355299e-07,0.0,0.0,1.516005061940311e-06,8.496724173501821e-08,13.885558304689619,42.34273617421021,79.2224914192355,0.0034529160302488875,0.034633885540665106
17,18,0.0001679104318287692,0.000163454710305347,1.3882161832136199e-06,4.6489555693189454e-07,0.0,0.0,3.990825966490299e-06,8.49528760236811e-08,13.8821618321362,41.707926675633786,79.25177953002665,0.0034689818306466638,0.034888848623314955
18,19,0.00016150794290658956,0.00016088376009054127,1.3879966864192952e-06,4.5556102653625137e-07,0.0,0.0,1.6862178951204946e-07,8.494062399844238e-08,13.879966864192953,40.791091742058455,78.90476700000937,0.0034463176332900415,0.03492214132453483
19,20,0.0001520805176627948,0.00015158282658430275,1.3876039663081146e-06,4.926681546791299e-07,0.0,0.0,5.022923812927281e-09,8.548177481539239e-08,13.876039663081146,40.928805492019436,79.10268870667039,0.003225174638905818,0.03349085088160298
20,21,0.000151767695283141,0.00014270246816952182,1.3872361128420828e-06,4.836376669747341e-07,0.0,0.0,8.581589446644452e-06,8.552793271964351e-08,13.87236112842083,41.12283726706957,79.8806655148365,0.003108571013651286,0.03316581175417439
