
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
fun_coils_simple#12 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=4.8e-07, J_MSC=4.0e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.8, 9.5, 11.3], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.0, 10.9]
fun_coils_simple#13 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-07, J_MSC=2.5e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.8, 9.6, 5.3], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.1, 10.7]
fun_coils_simple#14 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-07, J_MSC=1.7e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.8, 9.5, 5.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.0, 10.6]
fun_coils#1 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-07, J_MSC=1.7e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.8, 9.5, 5.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.0, 10.6]
fun_coils#2 - J=2.4e+01, Jf=2.7e-01, ⟨B·n⟩=6.5e-02, C-C-Sep=0.03 Jf=2.7e-01, J_length=7.0e-06, J_CC=1.4e-03, J_CURVATURE=1.9e-01, J_MSC=1.5e+01, J_ALS=5.5e-05, J_LENGTH_PENALTY=8.9e+00 Coil lengths=sum([3.4, 3.5, 3.7, 7.1, 4.2, 47.7])=69.6, curvature=[5.7, 4.3, 28.9, 588.2, 89.9, 145.9], mean squared curvature=[10.5, 6.0, 14.1, 545.6, 83.7, 27.8]
fun_coils#3 - J=1.5e-01, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=6.1e-03, J_MSC=1.4e-01, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 8.6, 9.4, 172.4], mean squared curvature=[8.3, 5.4, 5.0, 7.0, 9.0, 62.5]
fun_coils#4 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-05, J_MSC=5.4e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.5, 9.5, 17.9], mean squared curvature=[8.3, 5.4, 5.0, 7.6, 9.0, 11.0]
fun_coils#5 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-07, J_MSC=1.5e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.7, 9.5, 5.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.0, 10.6]
fun_coils#6 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-07, J_MSC=1.4e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.7, curvature=[4.8, 3.5, 3.4, 10.7, 9.5, 5.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 9.0, 10.5]
fun_coils#7 - J=3.6e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-09, J_MSC=8.9e-06, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.1, 9.5, 5.3], mean squared curvature=[8.3, 5.4, 5.0, 7.5, 9.0, 10.4]
fun_coils#8 - J=3.6e-03, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 9.4, 9.4, 6.5], mean squared curvature=[8.3, 5.4, 5.0, 7.3, 9.0, 10.5]
fun_coils#9 - J=3.6e-03, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.4e-06, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 9.2, 9.4, 5.3], mean squared curvature=[8.3, 5.4, 5.0, 7.2, 9.0, 10.4]
fun_coils#10 - J=3.6e-03, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.1e-06, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 8.8, 9.4, 5.3], mean squared curvature=[8.3, 5.4, 5.0, 7.1, 9.0, 10.4]
fun_coils#11 - J=3.5e-03, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.0e-06, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 7.6, 9.2, 5.8], mean squared curvature=[8.3, 5.4, 5.0, 6.8, 9.0, 10.4]
fun_coils#12 - J=3.5e-03, Jf=3.5e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 6.5, 9.0, 6.5], mean squared curvature=[8.3, 5.4, 5.0, 6.5, 9.0, 10.4]
fun_coils#13 - J=3.5e-03, Jf=3.5e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-08, J_MSC=2.3e-05, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 7.4, 8.6, 10.4], mean squared curvature=[8.3, 5.5, 5.0, 6.3, 9.1, 10.7]
fun_coils#14 - J=3.5e-03, Jf=3.5e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.5e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.5e-06, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 8.0, 8.5, 7.3], mean squared curvature=[8.3, 5.5, 5.0, 6.3, 9.1, 10.4]
fun_coils#15 - J=3.5e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-05, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 9.0, 8.3, 8.1], mean squared curvature=[8.3, 5.5, 5.0, 6.5, 9.1, 10.7]
fun_coils#16 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 9.4, 8.2, 8.4], mean squared curvature=[8.3, 5.5, 5.0, 6.6, 9.1, 10.5]
fun_coils#17 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 9.7, 8.2, 8.0], mean squared curvature=[8.3, 5.5, 5.0, 6.7, 9.2, 10.5]
fun_coils#18 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-05, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.3, 9.9, 8.1, 7.4], mean squared curvature=[8.3, 5.5, 5.0, 6.8, 9.2, 10.4]
fun_coils#19 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=1.5e-05, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.9, curvature=[4.8, 3.5, 3.3, 10.5, 8.0, 7.5], mean squared curvature=[8.3, 5.5, 5.0, 7.0, 9.2, 10.5]
fun_coils#20 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.9e-03, C-C-Sep=0.25 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-07, J_MSC=8.8e-06, J_ALS=5.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.9, curvature=[4.8, 3.5, 3.3, 10.8, 7.9, 9.7], mean squared curvature=[8.3, 5.5, 5.0, 7.2, 9.3, 10.4]
fun_coils#21 - J=3.4e-03, Jf=3.4e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.4e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.8e-07, J_MSC=1.6e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.2, 3.2, 3.2])=18.9, curvature=[4.8, 3.5, 3.3, 11.5, 7.6, 9.3], mean squared curvature=[8.3, 5.5, 5.0, 7.8, 9.4, 10.6]
fun_coils#22 - J=3.4e-03, Jf=3.3e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.3e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-07, J_MSC=8.6e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.0, curvature=[4.8, 3.5, 3.3, 11.4, 7.2, 8.4], mean squared curvature=[8.3, 5.5, 5.1, 9.4, 9.7, 11.3]
fun_coils#23 - J=3.3e-03, Jf=3.3e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.3e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-07, J_MSC=1.8e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.2, 3.2, 3.2])=18.9, curvature=[4.8, 3.5, 3.3, 11.4, 7.5, 7.8], mean squared curvature=[8.3, 5.5, 5.1, 8.3, 9.5, 10.6]
fun_coils#24 - J=3.3e-03, Jf=3.3e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.3e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-07, J_MSC=4.7e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.0, curvature=[4.8, 3.5, 3.3, 11.2, 7.2, 8.2], mean squared curvature=[8.3, 5.5, 5.1, 9.4, 9.8, 11.0]
fun_coils#25 - J=3.3e-03, Jf=3.3e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.3e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-09, J_MSC=1.2e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.2])=19.0, curvature=[4.8, 3.5, 3.3, 10.2, 7.3, 7.0], mean squared curvature=[8.3, 5.5, 5.1, 8.8, 9.7, 10.5]
fun_coils#26 - J=3.3e-03, Jf=3.3e-03, ⟨B·n⟩=5.8e-03, C-C-Sep=0.24 Jf=3.3e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-05, J_ALS=5.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.0, curvature=[4.8, 3.5, 3.3, 9.9, 7.2, 7.0], mean squared curvature=[8.3, 5.5, 5.1, 9.1, 9.8, 10.5]
fun_coils#27 - J=3.5e-03, Jf=3.2e-03, ⟨B·n⟩=5.7e-03, C-C-Sep=0.23 Jf=3.2e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=8.3e-06, J_MSC=2.9e-04, J_ALS=5.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.1, curvature=[4.9, 3.5, 3.3, 12.8, 9.1, 8.7], mean squared curvature=[8.4, 5.5, 5.1, 12.1, 10.5, 11.1]
fun_coils#28 - J=3.3e-03, Jf=3.2e-03, ⟨B·n⟩=5.7e-03, C-C-Sep=0.24 Jf=3.2e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=3.5e-08, J_MSC=1.7e-05, J_ALS=5.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.0, curvature=[4.8, 3.5, 3.3, 10.3, 7.5, 7.2], mean squared curvature=[8.4, 5.5, 5.1, 9.9, 10.0, 10.6]
fun_coils#29 - J=5.1e-03, Jf=3.1e-03, ⟨B·n⟩=5.6e-03, C-C-Sep=0.23 Jf=3.1e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=7.7e-05, J_MSC=2.0e-03, J_ALS=6.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.2, curvature=[4.9, 3.5, 3.4, 16.5, 11.5, 9.2], mean squared curvature=[8.4, 5.5, 5.2, 15.9, 11.4, 11.7]
fun_coils#30 - J=3.2e-03, Jf=3.2e-03, ⟨B·n⟩=5.7e-03, C-C-Sep=0.24 Jf=3.2e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-07, J_MSC=1.9e-05, J_ALS=5.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.0, curvature=[4.8, 3.5, 3.3, 10.7, 7.8, 7.3], mean squared curvature=[8.4, 5.5, 5.1, 10.2, 10.0, 10.6]
fun_coils#31 - J=3.2e-03, Jf=3.2e-03, ⟨B·n⟩=5.7e-03, C-C-Sep=0.24 Jf=3.2e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-06, J_MSC=2.5e-05, J_ALS=5.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.1, curvature=[4.9, 3.5, 3.3, 11.5, 9.1, 7.2], mean squared curvature=[8.4, 5.5, 5.1, 10.4, 10.5, 10.4]
fun_coils#32 - J=3.1e-03, Jf=3.1e-03, ⟨B·n⟩=5.6e-03, C-C-Sep=0.23 Jf=3.1e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=2.4e-06, J_MSC=2.6e-05, J_ALS=6.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.1, curvature=[4.9, 3.5, 3.3, 11.7, 8.0, 7.5], mean squared curvature=[8.4, 5.5, 5.2, 10.3, 9.9, 10.6]
fun_coils#33 - J=3.1e-03, Jf=3.1e-03, ⟨B·n⟩=5.6e-03, C-C-Sep=0.23 Jf=3.1e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=6.2e-07, J_MSC=1.5e-05, J_ALS=6.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.2, 3.2, 3.2, 3.3])=19.2, curvature=[4.9, 3.5, 3.3, 11.0, 7.9, 7.5], mean squared curvature=[8.4, 5.5, 5.2, 9.5, 9.8, 10.6]
fun_coils#34 - J=3.1e-03, Jf=3.0e-03, ⟨B·n⟩=5.5e-03, C-C-Sep=0.23 Jf=3.0e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=4.9e-07, J_MSC=3.4e-05, J_ALS=6.1e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.2, 3.2, 3.3, 3.3])=19.2, curvature=[4.9, 3.5, 3.7, 10.8, 7.9, 7.9], mean squared curvature=[8.5, 5.5, 5.3, 9.4, 9.9, 10.8]
fun_coils#35 - J=3.0e-03, Jf=2.9e-03, ⟨B·n⟩=5.4e-03, C-C-Sep=0.22 Jf=2.9e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-07, J_MSC=8.6e-05, J_ALS=6.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.2, 3.2, 3.3, 3.4])=19.3, curvature=[4.9, 3.6, 4.8, 10.1, 7.5, 11.8], mean squared curvature=[8.5, 5.5, 5.4, 8.8, 10.1, 11.3]
